ReadMe File,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,10,,,,,15,,,,,
Date,ME_SWE,ME_SDep,ME_P,ME_Tavg,ME_Tmax,ME_Tmin,ME_SDen,ME_PSadj,ME_SPratio,ME_WDir,ME_WSavg,ME_WSmax,ME_SolRad,ME_flag,SLM_SDep,SLM_P,SLM_Tavg,SLM_Tmax,SLM_Tmin,SLM_WDir,SLM_WSavg,SLM_WSmax,SLM_SolRad,SLM_flag,UTR_SWE,UTR_SDep,UTR_P,UTR_Tavg,UTR_Tmax,UTR_Tmin,UTR_ SMmin,UTR_SMmid,UTR_SMmax,UTR_STmin,UTR_STmid,UTR_STmax,UTR_SDen,UTR_P_Sadj,UTR_SPratio,UTR_WDir,UTR_WSavg,UTR_WSmax,UTR_SolRad,UTR_flag
1/28/2024,15.2,47,2.7,33,37,29,32.3,2.7,37,107,7.8,29.1,3.64,,66,2,18,23,15,0,0,0,1.07,,20.5,71,2,-2,0,-4,22,14.5,18,31,32,32,28.9,2.2,110,nan,nan,nan,2.67,"16,17,18"
1/29/2024,16.2,54,1.9,30,38,21,30,1.9,53,112,7.3,29.9,2.92,,89,0.5,29,33,23,309,0.1,12.9,1.98,,22.7,97,0.2,11,32,-2,21.8,14.3,17.8,31,32,32,23.4,0.2,100,nan,nan,nan,3.69,"16,17,18"
1/30/2024,17.2,51,0.2,16,21,11,33.7,0.2,0,172,2.6,14.6,5.15,,82,0,20,25,13,0,0,0,2.35,,22.9,99,0,16,23,2,21.8,14.3,17.6,31,32,32,23.1,0.5,nan,nan,nan,nan,5.23,"15,16,17,18"
1/31/2024,17.2,53,0,12,16,10,32.5,0,nan,345,3.4,16.5,11.5,9,80,0,13,17,8,0,0,0,1.44,,23.4,96,0,-11,3,-21,21.5,13.8,17.7,31,32,32,24.4,0,nan,nan,nan,nan,3.08,"15,16,17,18"
2/1/2024,17.2,53,0,12,16,9,32.5,0,nan,329,3.5,17,23.41,9,78,0,13,17,8,187,1,10.5,2.82,,23.4,94,0,-18,2,-28,21.3,14.1,17.3,31,32,32,24.9,0,nan,nan,nan,nan,3.43,"15,16,17,18"
2/2/2024,17.2,53,0,9,14,5,32.5,0.1,nan,12,1.1,13.2,49.03,9,76,0,7,11,-3,174,2.4,13,6.57,,23.4,93,0,-22,-1,-38,21,13.7,17.1,31,32,32,25.2,0,nan,nan,nan,nan,3.64,"15,16,17,18"
2/3/2024,17.3,54,0,15,22,6,32,0.2,nan,103,0.4,7.2,42.81,9,75,0,-3,5,-10,181,1.8,6.6,8.78,,23.4,91,0,-33,-17,-45,20.8,13.7,17.3,31,32,32,25.7,0.1,nan,nan,nan,nan,4.63,"15,16,17,18"
2/4/2024,17.5,54,0.9,28,32,21,32.4,1.3,144,104,3.6,22.6,23.9,,76,0.2,14,21,5,173,0.5,3,4.2,,23.5,92,0,-11,-4,-18,20.5,13.7,16.9,31,32,32,25.5,0.2,nan,nan,nan,nan,5.62,"15,16,17,18"
2/5/2024,18.8,62,0.4,29,30,28,30.3,0.4,50,104,1,14.1,20.83,,81,0,21,25,16,179,0.2,3.5,5.16,,23.7,94,0,-4,3,-16,20.2,13.6,16.8,31,32,32,25.2,0.1,nan,nan,nan,nan,6.18,"15,16,17,18"
2/6/2024,19,61,0.2,27,29,24,31.1,0.2,0,334,1.5,10.5,13.58,,79,0.1,19,24,12,186,1.4,4.5,2.47,,23.8,93,0,-10,3,-17,19.8,13.5,16.5,31,32,32,25.6,0,nan,nan,nan,nan,5.23,"15,16,17,18"
2/7/2024,18.9,59,0.1,27,30,23,32,0.1,0,123,0,4.6,14.65,,78,0,22,28,17,180,1.2,6.2,5.66,,23.8,92,0,1,17,-11,19.5,13.1,16.7,31,32,32,25.9,0,nan,nan,nan,nan,7.16,"15,16,17,18"
2/8/2024,18.8,60,0.1,29,34,27,31.3,0.1,0,100,2,18.4,59.84,,76,0,23,28,19,182,1.3,4.8,4.72,,23.8,90,0,-6,7,-16,18.9,13.2,16.4,31,32,32,26.4,0.3,nan,nan,nan,nan,4.88,"15,16,17,18"
2/9/2024,18.8,61,0.6,32,33,28,30.8,0.6,33,109,10.9,34.1,10.62,,75,0.3,27,30,24,179,0.1,2.3,2,,24.1,89,0.2,18,28,6,18.4,13.2,16.2,31,32,32,27.1,0.2,100,nan,nan,nan,5.21,"16,17,18"
2/10/2024,19,70,1,29,32,27,27.1,1.4,140,115,7.4,21.4,9,,81,1.4,31,33,30,136,0,4.7,1.77,,24.3,89,0.7,30,35,26,17.9,13.1,16.1,31,32,32,27.3,0.7,100,nan,nan,nan,2.98,"16,17,18"
2/11/2024,20.4,67,2.5,28,29,27,30.4,2.5,76,111,5.1,20.6,26.07,,98,0.5,30,33,29,142,0.1,6.1,3.72,,25,98,0.4,25,28,22,17.6,12.7,15.9,31,32,32,25.5,0.4,100,nan,nan,nan,4.45,"16,17,18"
2/12/2024,22.3,77,0.1,30,32,29,29,0.1,100,109,4.4,24.6,14.7,,97,0.1,31,33,28,319,0,2.2,1.41,,25.4,97,0.2,30,37,23,17.1,12.8,16,31,32,32,26.2,0.2,100,nan,nan,nan,3.22,"16,17,18"
2/13/2024,22.4,76,0,33,39,29,29.5,0,nan,108,8.6,20.3,84.9,9,97,0.1,30,34,23,181,0.7,5.3,24.82,,25.6,96,0,30,37,17,16.4,12.6,15.7,31,32,32,26.7,0,nan,nan,nan,nan,35.83,"15,16,17,18"
2/14/2024,22.4,75,0,42,54,33,29.9,0,nan,61,1.7,13.6,98.8,9,92,0,25,30,20,191,2.2,5.9,11.58,,25.6,94,0,9,24,0,15.7,12.7,15.5,31,32,32,27.2,0,nan,nan,nan,nan,32.52,"15,16,17,18"
2/15/2024,22.4,74,0,39,43,36,30.3,0,nan,101,4,12.4,99.5,9,90,0,26,32,21,190,2,6.5,12.29,,25.5,92,0,14,31,0,15,12.4,15.4,31,32,32,27.7,0,nan,nan,nan,nan,35.78,"15,16,17,18"
2/16/2024,22.4,73,0,40,46,37,30.7,0,nan,97,3.3,11.6,103.6,9,88,0,25,31,20,189,2.1,6.6,12.23,,25.4,91,0,8,24,-3,14.4,12.3,15.2,31,32,32,27.9,0,nan,nan,nan,nan,38.81,"15,16,17,18"
2/17/2024,22.3,72,0,39,43,37,31,0,nan,95,3.7,17.7,29.45,9,87,0.5,30,35,21,186,0.7,5,34.87,,25.4,90,0,12,23,-3,13.9,12,15.3,31,32,32,28.2,0,nan,nan,nan,nan,46.22,"15,16,17,18"
2/18/2024,22.3,71,1,36,39,34,31.4,1,50,100,4,16.2,14.32,,86,0.1,33,35,31,185,0.2,2.9,11.44,,25.4,89,0.2,20,26,8,13.4,12,15.1,31,32,32,28.5,0.2,100,nan,nan,nan,9.9,"16,17,18"
2/19/2024,22.8,67,1.1,35,36,33,34,1.1,0,108,9.2,29.2,16.18,,87,1.4,33,35,32,177,0.2,2.4,17.11,,25.6,91,0.2,31,40,23,13.1,11.9,14.8,31,32,32,28.1,0.2,100,nan,nan,nan,15.83,"16,17,18"
2/20/2024,21.8,63,0.9,33,35,32,34.6,0.9,44,112,12,36,11.24,,85,1.4,32,33,32,178,0.1,2.2,4.06,,25.8,89,0.2,37,39,34,12.8,12,14.9,31,32,32,29,0.2,100,nan,nan,nan,25.93,"16,17,18"
2/21/2024,22.2,63,0.5,30,32,28,35.2,0.7,140,110,4.9,27.8,26.54,,86,0.9,32,35,30,213,0.2,7.6,6.54,,26,86,0.2,32,35,28,12.3,11.6,14.7,31,32,32,30.2,0.2,100,nan,nan,nan,22.58,"16,17,18"
2/22/2024,22.9,64,1.3,28,30,24,35.8,1.3,31,128,8.3,35,72.36,,87,1.1,30,33,23,170,0.5,7.6,3.95,,26.2,86,1.1,27,31,22,12.4,11.7,14.3,31,32,32,30.5,1.1,100,nan,nan,nan,2.64,"16,17,18"
2/23/2024,23.3,nan,0,25,33,21,nan,0,nan,2,2,11.5,117.2,"2,7,9",92,0.1,19,24,13,182,1.8,4.6,4.88,,27.3,98,0.1,6,24,-7,12.2,11.4,14.4,31,32,32,27.9,0.1,100,nan,nan,nan,9,"16,17,18"
2/24/2024,23.3,nan,0.2,23,26,21,nan,0.2,0,64,1.8,15,24.38,"2,7",90,0,19,28,10,187,1.6,12.9,4.25,,27.4,95,0.1,4,19,-12,12.2,11.4,14.2,31,32,32,28.8,0.2,200,nan,nan,nan,4.25,"16,17,18"
2/25/2024,23.3,nan,0,25,32,20,nan,0,nan,6,0.9,14.7,116.2,"2,7,9",88,0,27,30,21,190,1.4,15.1,8.38,,27.6,94,0,14,23,-2,12.3,11.5,14.2,31,32,32,29.4,0,nan,nan,nan,nan,10.18,"15,16,17,18"
2/26/2024,23.3,nan,0.2,22,24,19,nan,0.2,50,106,1.1,21,37.49,"2,7",87,0,18,24,11,183,0.9,11.3,6.07,,27.6,92,0,0,11,-16,12,11.6,14,31,32,32,30,0.2,nan,nan,nan,nan,6.52,"15,16,17,18"
2/27/2024,23.4,66,0.2,27,34,22,35.5,0.3,150,38,2.1,22,74.99,,89,0.2,26,29,19,180,1.6,14.6,10.56,,27.8,92,0,13,18,8,12.3,11.6,14,31,32,32,30.2,0,nan,nan,nan,nan,8.28,"15,16,17,18"
2/28/2024,23.7,nan,0,19,27,15,nan,0,nan,7,1.3,12.6,127.6,"2,7,9",87,0,16,21,13,292,3.5,14.7,17.02,,27.8,92,0,8,13,4,12.2,11.4,14.1,31,32,32,30.2,1.4,nan,nan,nan,nan,18.79,"15,16,17,18"
2/29/2024,23.7,nan,0,20,26,15,nan,0,nan,196,0.9,9.8,52.8,"2,7,9",86,0,13,15,11,183,4.6,18.8,17.22,,29.2,98,0,4,6,2,12.2,11.2,13.7,31,32,32,29.8,0.3,nan,nan,nan,nan,51.31,"15,16,17,18"
3/1/2024,23.7,nan,0.3,17,22,14,nan,0.3,0,248,0.3,6.9,10.14,"2,7",85,0,12,13,10,186,5,20.8,24.44,,29.5,97,0,3,5,1,12.3,10.9,13.7,31,32,32,30.4,0.2,nan,nan,nan,nan,52.78,"15,16,17,18"
3/2/2024,23.7,nan,0,16,23,9,nan,0,nan,24,1.4,14,42.43,"2,7,9",84,0,14,19,10,177,3.9,19.2,45.01,,29.7,96,0,1,6,-8,12.2,10.9,13.8,31,32,32,30.9,0.2,nan,nan,nan,nan,94.1,"15,16,17,18"
3/3/2024,23.7,nan,0.2,19,25,13,nan,0.2,0,303,0.6,6.8,24.69,"2,7",83,0.1,12,20,4,178,1.3,14.9,69.15,,29.9,96,0,-8,0,-22,12.5,10.8,13.3,31,32,32,31.1,0,nan,nan,nan,nan,86.7,"15,16,17,18"
3/4/2024,23.7,70,nan,25,29,21,33.9,nan,nan,107,2.1,14,10.3,"3,8,9",83,0,18,23,11,179,0.2,3.4,63.3,,29.8,95,0.1,1,9,-12,12.4,10.8,13.4,31,32,32,31.4,0.1,100,nan,nan,nan,75.97,"16,17,18"
3/5/2024,23.7,70,0.5,29,33,25,33.9,0.5,60,100,2.4,14.6,20.41,,82,0,25,36,17,180,1,11.6,37.13,,29.9,95,0,11,15,7,12.4,10.8,13.3,31,32,32,31.5,0,nan,nan,nan,nan,29.56,"15,16,17,18"
3/6/2024,24,71,0.1,32,38,27,33.8,0.1,0,284,1.1,7.7,172.9,,82,0,26,35,18,193,1.2,9.2,62.43,,29.9,95,0.1,12,21,0,12.3,10.9,13.2,31,32,32,31.5,0.1,100,nan,nan,nan,38.5,"16,17,18"
3/7/2024,24,71,0,32,39,26,33.8,0,nan,43,1.8,11.8,103.5,9,82,0,22,27,15,186,1.3,6.4,71.54,,30,95,0,5,16,-7,12.3,10.7,13.2,31,32,32,31.6,0,nan,nan,nan,nan,39.96,"15,16,17,18"
3/8/2024,24,71,0,33,38,28,33.8,0,nan,351,2.1,13.2,103.2,9,81,0,34,37,26,180,0.4,10.1,78.9,,30,94,0,19,26,-2,12.4,10.7,13.2,31,32,32,31.9,0,nan,nan,nan,nan,46.6,"15,16,17,18"
3/9/2024,24,71,0.6,28,30,26,33.8,0.6,33,73,4.3,27.6,17.64,,81,0.1,28,31,25,151,0.3,7.8,57.87,,30,93,0.2,19,23,7,12.4,10.4,13,31,32,32,32.3,0.2,100,nan,nan,nan,17.71,"16,17,18"
3/10/2024,24.2,76,0.7,28,30,26,31.8,0.7,86,85,4.5,26.1,24.74,,82,0.3,27,32,19,180,0.2,6.2,33.61,,30.2,96,0.1,11,19,-3,12.4,10.4,12.8,31,32,32,31.5,0.1,100,nan,nan,nan,15.64,"16,17,18"
3/11/2024,24.8,81,0.4,27,30,24,30.6,0.4,50,106,6.4,25.6,55.59,,85,0,28,32,25,181,0.2,4,8.72,,30.3,97,0.1,15,23,3,12.4,10.3,12.6,31,32,32,31.2,0.1,100,nan,nan,nan,12.29,"16,17,18"
3/12/2024,25,81,0.3,30,36,25,30.9,0.3,0,107,6.9,21.3,55.85,,87,0,33,40,27,186,0.6,8.3,46.33,,30.4,97,0,17,28,9,12.4,10.3,12.9,31,32,32,31.3,0,nan,nan,nan,nan,16.16,"15,16,17,18"
3/13/2024,25,81,0.1,27,32,24,30.9,0.2,200,83,4.2,20.5,90.5,,86,0.1,27,32,24,182,0.5,3.8,85.4,,30.4,96,0,19,27,10,12.4,10.1,12.4,31,32,32,31.7,0,nan,nan,nan,nan,14.97,"15,16,17,18"
3/14/2024,25.2,83,0,29,33,27,30.4,0,nan,113,4.2,14.8,107.3,9,85,0,31,38,26,188,0.8,8.9,81.1,,30.4,96,0.2,25,29,14,12.1,10.2,12.4,31,32,32,31.7,0.2,100,nan,nan,nan,13.69,"16,17,18"
3/15/2024,25.2,81,0.2,33,39,27,31.1,0.2,50,94,2.7,18.7,124.3,,87,0.1,30,36,26,184,0.4,8.7,31.37,,30.6,99,0.2,24,28,15,12.1,10,12.4,31,32,32,30.9,0.2,100,nan,nan,nan,17.98,"16,17,18"
3/16/2024,25.3,80,1.3,33,35,32,31.6,1.3,92,108,8.8,27.4,20.04,,87,1.2,32,36,30,178,0.2,7.1,4.09,,30.8,98,0.9,26,28,24,12.3,9.6,12.5,31,32,32,31.4,0.9,100,nan,nan,nan,7.64,"16,17,18"
3/17/2024,26.5,79,0.2,35,37,33,33.5,0.2,0,106,7.5,21.7,50.77,,100,0.2,34,39,32,180,0,2.3,52.55,,31.7,104,0,35,41,26,12.4,9.7,12.3,31,32,32,30.5,0,nan,nan,nan,nan,86.9,"15,16,17,18"
3/18/2024,26.2,75,0.1,35,40,32,34.9,0.1,0,90,3.9,18.5,72.9,,93,0.1,35,40,31,184,0.1,3.6,87.7,,31.7,102,0,35,40,20,12.4,9.5,12.1,31,32,32,31.1,0,nan,nan,nan,nan,117.9,"15,16,17,18"
3/19/2024,26.1,73,0,37,46,32,35.8,0,nan,324,3,14.2,218.4,9,88,0,33,41,27,187,0.6,4.5,128.8,,31.7,98,0,22,36,9,12.4,9.5,12.1,31,32,32,32.3,0,nan,nan,nan,nan,147.9,"15,16,17,18"
3/20/2024,26.1,72,0,30,35,28,36.2,0,nan,337,5.3,14.2,136.1,9,86,0,30,38,24,185,1.6,4.4,139.1,,31.7,98,0,18,33,4,12.4,9.4,11.9,31,32,32,32.3,0,nan,nan,nan,nan,158.4,"15,16,17,18"
3/21/2024,26.1,72,0,35,42,28,36.2,0,nan,70,1.8,10.3,180.8,9,86,0,31,41,25,185,1.6,5.2,134.8,,31.7,98,0,21,35,5,12.2,9.4,11.7,31,32,32,32.3,0,nan,nan,nan,nan,135.7,"15,16,17,18"
3/22/2024,26.1,71,0,34,41,27,36.8,0,nan,348,1.7,13.8,140.6,9,85,0,31,38,21,189,1.1,4.7,93.8,,31.7,97,0,31,39,19,12.2,9.1,11.8,31,32,32,32.7,0,nan,nan,nan,nan,155.3,"15,16,17,18"
3/23/2024,26.1,71,0,35,40,32,36.8,0,nan,86,3.3,14.1,120,9,85,0,33,41,25,187,1.2,4.3,114.2,,31.7,96,0,25,37,13,12.2,9.2,12.1,31,32,32,33,0,nan,nan,nan,nan,138.9,"15,16,17,18"
3/24/2024,26.1,70,0.1,35,38,33,37.3,0.1,0,106,7.4,24.6,75.03,,85,0,35,41,30,186,0.9,4.5,80.1,,31.7,96,0,30,39,15,12.2,9,11.9,31,32,32,33,0,nan,nan,nan,nan,135.1,"15,16,17,18"
3/25/2024,26.1,70,0.8,34,35,32,37.3,0.8,25,106,7.1,19.8,55.14,,85,0.4,33,35,31,179,0.2,2.4,44.66,,31.7,95,0.1,34,39,29,12.2,9,11.7,31,32,32,33.4,0.1,100,nan,nan,nan,110.4,"16,17,18"
3/26/2024,26.3,71,0.3,33,37,32,37,0.3,67,99,1.3,13.5,98.7,,85,0.2,34,38,32,180,0.5,2.6,86.2,,31.8,95,0,34,38,27,12.2,8.8,11.6,31,32,32,33.5,0,nan,nan,nan,nan,107.2,"15,16,17,18"
3/27/2024,26.5,70,0,34,36,32,37.9,0,nan,313,2,6.7,146,9,84,0,35,40,31,185,0.7,3.2,124.2,,31.8,94,0,29,37,20,12.2,8.7,11.4,31,32,32,33.8,0,nan,nan,nan,nan,141.3,"15,16,17,18"
3/28/2024,26.3,68,0,33,39,30,38.7,0,nan,300,1.2,7.6,236,9,83,0,32,39,27,186,1.4,3.7,187.1,,31.8,94,0,23,36,10,12.2,8.5,11.4,31,32,32,33.8,0,nan,nan,nan,nan,179.5,"15,16,17,18"
3/29/2024,25.9,67,0.3,29,32,27,38.7,0.4,133,107,1.9,16.3,50.6,,83,0.3,31,33,28,189,0.4,3.6,42.46,,31.8,94,0,26,33,10,12.2,8.5,11.2,31,32,32,33.8,0,nan,nan,nan,nan,109.9,"15,16,17,18"
3/30/2024,26.3,70,0.9,30,32,29,37.6,1.1,122,113,7.2,47.4,31.68,,89,2.1,31,34,29,147,0.1,15.7,6.65,,31.8,93,0.4,31,36,26,12.2,8.6,11.2,31,32,32,34.2,0.4,100,nan,nan,nan,71.05,"16,17,18"
3/31/2024,27.4,77,1.4,29,32,27,35.6,1.6,114,119,4.9,34.2,153.3,,98,0.2,32,35,30,127,0.3,6.6,12.74,,32.2,98,0.4,29,33,25,12.4,8.4,11,31,32,32,32.9,0.4,100,nan,nan,nan,15,"16,17,18"
4/1/2024,29,84,1.3,29,34,27,34.5,1.6,123,108,6.3,21.8,160.7,,99,0,31,37,26,195,0.5,3.5,14.18,,32.6,101,0,26,32,18,12.4,8.8,11.3,31,32,32,32.3,0.1,nan,nan,nan,nan,18.3,"15,16,17,18"
4/2/2024,30.6,92,0,29,34,25,33.3,0,nan,330,0.7,8,242.7,9,98,0,28,38,21,182,1.6,6.7,153.6,,32.7,99,0,24,37,12,12.4,8.4,11.1,31,32,32,33,0,nan,nan,nan,nan,130.2,"15,16,17,18"
4/3/2024,30.6,88,0,30,34,27,34.8,0,nan,340,0.2,12,200,9,96,0,30,39,21,185,1.2,5.3,149,,32.7,98,0,23,36,6,12.6,8.2,11.1,31,32,32,33.4,0,nan,nan,nan,nan,218.3,"15,16,17,18"
4/4/2024,30.6,87,0.5,29,30,27,35.2,0.5,100,113,0,0.9,72.97,,95,0.2,30,33,25,192,0.6,4.4,61.22,,32.7,97,0,25,33,11,12.4,8.2,10.9,31,32,32,33.7,0.1,nan,nan,nan,nan,134.5,"15,16,17,18"
4/5/2024,31.1,91,0.3,32,33,29,34.2,0.3,67,325,0,0,45.4,,96,0.2,33,42,28,187,0.4,4.4,104.3,,32.8,98,0.2,30,36,25,12.4,8.3,10.8,31,32,32,33.5,0.2,100,nan,nan,nan,119.4,"16,17,18"
4/6/2024,31.3,95,1.1,29,32,27,32.9,1.2,109,111,0,8.9,66.84,,96,0.3,33,36,30,198,0.4,3.5,72.64,,33,98,0.1,29,36,25,12.3,8.3,11,31,32,32,33.7,0.1,100,nan,nan,nan,135.5,"16,17,18"
4/7/2024,32.5,100,0,30,37,25,32.5,0,nan,0,0,0,275.7,9,96,0.1,30,37,23,181,0.8,5.8,207.6,,33.1,97,0,24,34,11,12.3,8.5,10.7,31,32,32,34.1,0,nan,nan,nan,nan,187.8,"15,16,17,18"
4/8/2024,32.5,96,0,34,42,29,33.9,0,nan,97,0.7,10.3,304.4,9,94,0,35,43,30,177,0.7,7.4,221.7,,33.1,97,0,27,34,18,12.5,8.7,10.9,31,32,32,34.1,0,nan,nan,nan,nan,182.6,"15,16,17,18"
4/9/2024,32.5,92,0.7,29,33,28,35.3,0.7,100,108,8.4,28,112.6,,94,0.2,32,36,29,191,0.4,3.4,101.6,,33.1,97,0.1,30,37,21,12.5,8.7,10.7,31,32,32,34.1,0.2,200,nan,nan,nan,191.8,"16,17,18"
4/10/2024,33.2,100,0.8,32,37,28,33.2,0.8,88,86,2.1,13.2,133.4,,99,0.4,33,41,28,186,0.8,4.4,128.8,,33.3,98,0.3,30,37,18,12.7,8.3,10.5,31,32,32,34,0.3,100,nan,nan,nan,141.8,"16,17,18"
4/11/2024,33.9,102,0.1,28,32,26,33.2,0.3,300,114,5,18.5,123.1,,96,0,33,38,29,200,0.6,7.3,126.8,,33.6,97,0,29,33,21,12.5,8.3,10.5,31,32,32,34.6,0,nan,nan,nan,nan,181.7,"15,16,17,18"
4/12/2024,34.2,100,0.4,28,32,25,34.2,0.4,75,110,5.4,19,133.1,,95,0.3,30,33,28,189,0.2,4.1,57.68,,33.6,97,0.1,28,32,24,12.4,8,10.6,31,32,32,34.6,0.1,100,nan,nan,nan,201.7,"16,17,18"
4/13/2024,34.5,102,0.2,30,36,27,33.8,0.2,0,75,2.7,12.6,187.5,,99,0.1,32,42,25,186,0.8,4.1,240,,33.7,99,0.1,29,36,23,12.8,8,10.3,31,32,32,34,0.1,100,nan,nan,nan,193.1,"16,17,18"
4/14/2024,34.5,100,0,33,39,26,34.5,0,nan,345,3.4,13.2,366.9,9,94,0,32,44,23,188,1.7,4.6,272.1,,33.8,97,0,27,38,14,12.6,8,10.3,31,32,32,34.8,0.1,nan,nan,nan,nan,245.7,"15,16,17,18"
4/15/2024,34.5,98,0,37,43,30,35.2,0,nan,237,1.7,10.4,362.9,9,93,0,32,39,23,187,1.8,5,273.6,,33.9,97,0,24,37,7,13,8,10.4,31,32,32,34.9,0,nan,nan,nan,nan,250.5,"15,16,17,18"
4/16/2024,34.4,96,0,34,39,29,35.8,0,nan,245,0.9,6.4,174,9,92,0,33,40,24,186,1.3,4.1,172.8,,33.9,96,0,28,37,16,12.8,8,10.4,31,32,32,35.3,0,nan,nan,nan,nan,260.3,"15,16,17,18"
4/17/2024,34.4,95,0,38,43,29,36.2,0,nan,107,7.9,30,382.1,9,91,0,33,40,25,185,1.3,4.9,207.2,,33.9,96,0,27,42,9,12.7,8,10.2,31,32,32,35.3,0,nan,nan,nan,nan,234,"15,16,17,18"
4/18/2024,34.2,91,0,43,48,40,37.6,0,nan,106,3.7,27.6,273.4,9,91,0,38,45,33,183,1.5,4.7,199.3,,33.9,96,0.1,36,43,24,13,8,10.4,31,32,32,35.3,0.1,100,nan,nan,nan,262,"16,17,18"
4/19/2024,34.1,86,0,48,54,42,39.7,0,nan,102,2.7,19.2,389.9,9,89,0,37,47,30,184,2.1,5.1,292,,34,94,0,29,41,15,12.9,8,10.2,31,32,32,36.2,0,nan,nan,nan,nan,269.6,"15,16,17,18"
4/20/2024,33.8,84,0,48,54,40,40.2,0,nan,318,2.4,11.7,368.3,9,89,0,38,44,31,186,2.2,4.9,280.4,,34,94,0,29,41,16,12.9,8,10.2,31,32,32,36.2,0,nan,nan,nan,nan,271.1,"15,16,17,18"
4/21/2024,33.3,83,0.4,39,47,33,40.1,0.4,0,103,4.6,20.2,141,,87,0,37,43,31,184,2,5.2,161,,34,93,0,32,43,16,12.9,8,10.3,31,32,32,36.6,0,nan,nan,nan,nan,239,"15,16,17,18"
4/22/2024,33,82,0,36,42,33,40.2,0,nan,106,1.9,10.4,169.2,9,86,0,38,46,34,183,1.3,3.8,258.8,,34,92,0,34,40,27,13.1,8,10,31,32,32,37,0,nan,nan,nan,nan,263.5,"15,16,17,18"
4/23/2024,32.7,80,0,38,43,35,40.9,0,nan,346,3.9,12,382.5,9,84,0,38,43,34,183,1.6,4,295.3,,34,91,0,33,41,25,13,8,10.1,31,32,32,37.4,0,nan,nan,nan,nan,274.8,"15,16,17,18"
4/24/2024,32.2,78,0,41,49,35,41.3,0,nan,348,2.1,10.1,399,9,82,0,37,43,31,184,2,4,290,,34,91,0,31,42,20,13,8.4,10.1,31,32,32,37.4,0,nan,nan,nan,nan,278.4,"15,16,17,18"
4/25/2024,31.6,77,0,40,44,36,41,0,nan,100,2.8,12.4,357,9,80,0,38,46,31,185,1.9,6.4,288.3,,34,90,0,33,42,20,13.3,8.3,9.9,31,32,32,37.8,0,nan,nan,nan,nan,286.4,"15,16,17,18"
4/26/2024,30.9,76,0,38,49,35,40.7,0,nan,300,1.9,7.7,335.1,9,79,0,38,45,34,187,1.5,3.8,293.7,,34,88,0,34,42,25,13.4,8.7,9.9,31,32,32,38.6,0,nan,nan,nan,nan,278.7,"15,16,17,18"
4/27/2024,30.3,74,0,44,52,35,40.9,0,nan,324,2.5,10.5,409.3,9,77,0,38,45,30,185,2.1,5,299.6,,34,87,0,32,43,19,13.5,8.5,10.1,31,32,32,39.1,0.2,nan,nan,nan,nan,280.7,"15,16,17,18"
4/28/2024,29.7,71,0,48,58,40,41.8,0,nan,65,4,14.2,416,9,76,0,43,51,35,183,2.2,6,317.3,,34.2,86,0,35,47,21,13.5,8.4,10.1,31,32,32,39.8,0.6,nan,nan,nan,nan,293,"15,16,17,18"
4/29/2024,28.7,70,0,40,46,37,41,0,nan,317,2,8.8,185.6,9,75,0,40,45,37,185,1.9,6.6,255.2,,34.8,85,0,36,45,-110,13.6,9.8,9.9,31,32,32,40.9,0.1,nan,nan,nan,nan,297.2,"15,16,17,18"
4/30/2024,28.3,68,0.1,38,43,35,41.6,0.1,0,109,4.7,15.5,169.7,,73,0,39,44,36,187,1.5,4.4,152.9,,34.9,83,0,38,45,32,13.8,12.8,10,31,32,32,42,0,nan,nan,nan,nan,255.7,"15,16,17,18"
5/1/2024,27.4,68,0.1,37,43,34,40.3,0.1,0,112,3.2,10.6,222.4,,71,0,38,45,35,185,1.4,3.6,225.8,,34.4,81,0,37,41,32,13.8,14.2,10.3,31,32,32,42.5,0,nan,nan,nan,nan,295.5,"15,16,17,18"
5/2/2024,27.2,66,0,40,47,36,41.2,0,nan,102,3.6,13.1,182.4,9,70,0,39,42,36,184,1.7,4.4,185.5,,33.9,80,0,37,44,31,14.1,15,11.1,31,32,32,42.4,0,nan,nan,nan,nan,230.7,"15,16,17,18"
5/3/2024,26.8,64,0.1,46,50,38,41.9,0.1,0,100,6.2,23.8,211.3,,68,0,39,43,35,187,1.7,4.5,115.7,,33.6,79,0,39,47,28,14.4,15.3,12.3,31,32,32,42.5,0,nan,nan,nan,nan,202.9,"15,16,17,18"
5/4/2024,25.7,62,0.9,37,38,36,41.5,0.9,0,109,8,28,116.2,,68,0.5,36,38,33,181,1.4,5.1,97.2,,33.3,77,0,38,42,35,14.6,15.5,14.3,31,32,32,43.2,0,nan,nan,nan,nan,179,"15,16,17,18"
5/5/2024,24.9,60,0.3,37,44,34,41.5,0.3,0,104,3.1,15,116.4,,67,0.2,37,42,34,186,1.2,3.7,124.9,,32.6,76,0.1,37,43,33,17.1,16.1,18,31,32,32,42.9,0.1,0,nan,nan,nan,173.1,"16,17,18"
5/6/2024,24.3,59,0.3,36,41,33,41.2,0.3,0,102,2.1,9.3,157.5,,66,0,38,46,34,186,1.4,3.6,251.4,,32.3,74,0,37,42,34,20.2,16.4,21.6,31,32,32,43.6,0,nan,nan,nan,nan,250.2,"15,16,17,18"
